대여소,상태,주소,위도,경도
"미아역 3번,4번 출구 사이",운영중,"서울특별시 강북구 도봉로 196 미아역 3,4번 출구 사이",37.62608,127.026482
이디야 커피 수유역점 앞,운영중,서울특별시 강북구 도봉로 355 이다야 커피 수유점앞,37.639278000000004,127.026756
다이소 삼양시장점,운영중,서울특별시 강북구 삼양로 234 다이소 삼양시장점,37.624157000000004,127.018623
강북문화예술회관,운영중,서울특별시 강북구 삼각산로 85 강북문화예술회관,37.640327,127.01335900000001
서울북부수도사업소,운영중,서울특별시 강북구 한천로 935 번동 386-17,37.634377,127.035751
망원1동주민센터,운영중,서울특별시 마포구 망원동 403-2 망원1동주민센터,37.555687,126.905548
번동주공5단지 관리사무소 앞,운영중,서울특별시 강북구 오현로25마길 27 번동 230,37.633717,127.03551499999999
번동 금호어울림아파트102동앞,운영중,서울특별시 강북구 오현로31길 85-7 번동 656-2,37.631122999999995,127.03603400000001
강북중학교 앞,운영중,서울특별시 강북구 한천로150길 67 수유동 694-2,37.644737,127.02656599999999
강북구청 뒷편,운영중,서울특별시 강북구 도봉로89길 13 수유동 192-59,37.639671,127.0252
강북구청 사거리 버스정류소 앞,운영중,서울특별시 강북구 한천로 1009 강북구청 사거리 버스정류소,37.638805,127.02835800000001
송천동 주민센터,운영중,서울특별시 강북구 솔샘로 284 송천동 주민센터,37.618286,127.024048
우이초등학교 후문 옆,운영중,서울특별시 강북구 삼양로99길 33 우이초등학교 후문 옆,37.638706,127.01590700000001
SK telecom(수유직영점) 앞,운영중,서울특별시 강북구 삼양로 439 SK telecom(수유직영점),37.643085,127.016167
세븐일레븐 수유장미원점 앞,운영중,서울특별시 강북구 삼양로 474 수유동 317-3,37.645451,127.01561699999999
마포구민체육센터 앞,운영중,서울특별시 마포구 망원동 452-4 마포구민체육센터 앞,37.55661,126.898018
성실교회,운영중,서울특별시 강북구 노해로 50 수유동 140,37.639862,127.02278899999999
월드전기조명인테리어(우이동),운영중,서울특별시 도봉구 삼양로 574 우이동 100-13,37.654472,127.01275600000001
미아동 복합청사,운영중,서울특별시 강북구 솔매로49길 14 미아동 195-1,37.627140000000004,127.02669499999999
수유동 채선당앞,운영중,서울특별시 강북구 수유동 140 수유동 채선당앞,37.641739,127.024628
미아역 1번 출구 뒤,운영중,서울특별시 강북구 미아동 194-1 미아역 1번 출구 뒤,37.627334999999995,127.026054
삼각산동 주민센터,운영중,서울특별시 미아동 813-8 삼각산동 주민센터,37.615035999999996,127.020699
미아동 한국전력공사,운영중,서울특별시 미아동 194-1 미아동 한국전력공사,37.630179999999996,127.02491
성산2교 사거리,운영중,서울특별시 마포구 성산동 54-17 성산2교 사거리,37.564696999999995,126.912613
광산사거리,운영중,서울특별시 강북구 노해로 87 광산사거리,37.643551,127.022346
미아사거리 1번 출구,운영중,서울특별시 강북구 미아동 66-1 미아사거리 1번 출구,37.613956,127.030251
번3동 주민센터 교차로,운영중,서울특별시 강북구 번동 2-2 번3동 주민센터 교차로,37.626354,127.04744699999999
"번동 주공3, 4단지 교차로",운영중,"서울특별시 강북구 번동 254 번동 주공3, 4단지 교차로",37.629917,127.040916
북서울 꿈의 숲 동문,운영중,서울특별시 강북구 번동 105 북서울 꿈의 숲 동문,37.619637,127.044533
효성인텔리안 앞,운영중,서울특별시 수유동 230-7 효성인텔리안 앞,37.636292,127.023376
번동 두산위브 101동 옆,운영중,서울특별시 번동 386-17 번동 두산위브 101동 옆,37.636261,127.032173
북한산 우이역,운영중,서울특별시 강북구 삼양로 670 북한산 우이역,37.663666,127.012428
솔밭공원역,운영중,서울특별시 강북구 삼양로 595 솔밭공원역,37.656158000000005,127.01313799999998
19민주묘지역,운영중,서울특별시 강북구 삼양로 519 4.19민주묘지역,37.649673,127.013451
마포구청역,운영중,서울특별시 마포구 망원동 477-23 마포구청역,37.560909,126.905495
가오리역,운영중,서울특별시 강북구 삼양로 426 가오리역,37.64167,127.016884
삼양역,운영중,서울특별시 강북구 삼양로 263 삼양역,37.626529999999995,127.01805900000001
삼양사거리역,운영중,서울특별시 강북구 삼양로 197 삼양사거리역,37.621552,127.02037
수유1동 주민센터,운영중,서울특별시 강북구 삼양로 299 수유1동 주민센터,37.630188000000004,127.017738
솔샘역 2번 출구,운영중,서울특별시 강북구 솔샘로 195 솔샘역 2번 출구,37.62038,127.01368000000001
송천동우체국,운영중,서울특별시 강북구 도봉로 71 송천동우체국,37.615459,127.029701
가좌역1 번출구 뒤,운영중,서울특별시 마포구 성산동123-29 가좌역1.2번출구,37.56855,126.91451299999999
서울서부지방법원 앞,운영중,서울특별시 마포구 공덕동 105-11 서울서부지방법원 앞,37.549904,126.955147
애오개역 4번출구 앞,운영중,서울특별시 마포구 아현동 607-1 애오개역 4번출구 앞,37.553001,126.95668799999999
독립문 어린이 공원,운영중,서울특별시 서대문구 영천동 259-1 독립문 어린이 공원,37.571259000000005,126.96048
이대역 4번 출구,운영중,서울특별시 서대문구 대현동 60-11 이대역 4번 출구,37.556953,126.94634199999999
북아현동 가구거리,운영중,서울특별시 서대문구 북아현동 251-78 아현동 가구거리,37.557549,126.95938100000001
석계역 문화광장 내 자전거 보관소,운영중,서울특별시 노원구 화랑로 331 노원구 월계동 47-45,37.615299,127.06446799999999
광운대역 앞,운영중,서울특별시 노원구 석계로 98-2 노원구 월계동 412-1,37.622662,127.061897
롯데캐슬 102동 코너(월계주유소건너),운영중,서울특별시 노원구 월계로 252 노원구 월계동 860-16,37.624859,127.05013999999998
헬스케어,운영중,서울특별시 노원구 월계로 378 노원구 월계동 321-4,37.631622,127.06161499999999
태릉입구역 3번출구,운영중,서울특별시 노원구 동일로 지하 992-1 노원구 공릉동 616-4,37.619171,127.074928
공릉역 1번 출구 앞,운영중,서울특별시 노원구 동일로 지하 1074 노원구 공릉동 385-4,37.626614000000004,127.072754
무악재역1번 출구,운영중,서울특별시 서대문구 통일로 380-4 무악재역1번 출구,37.582245,126.950645
화랑대역 2번출구 앞,운영중,서울특별시 노원구 화랑로 지하 510 노원구 공릉동 280-12,37.620369000000004,127.08364099999999
과기대 입구(우),운영중,서울특별시 노원구 공릉로 232 노원구 공릉동 436-4,37.629940000000005,127.076553
하계2동 공항버스정류장 옆,운영중,서울특별시 노원구 동일로 지하 1196 노원구 하계동 273-5,37.635109,127.068329
하계동 중평어린이공원 앞,운영중,서울특별시 노원구 섬밭로 241 하계동 271-1,37.63715,127.063271
중계동 하나프라자빌딩 앞(중1-1),운영중,서울특별시 노원구 한글비석로 235 노원구 중계동 391,37.649021000000005,127.076408
봉원고가차도 밑,운영중,서울특별시 서대문구 대신동 143-1 봉원고가차도 밑,37.565269,126.946243
중계동 노원구민체육센터 옆(중1-2),운영중,서울특별시 노원구 노원로22길 1 노원구 중계1동 360-18,37.648209,127.07022099999999
노원 구민회관,운영중,서울특별시 노원구 동일로 1229 노원구 중계동 507-3,37.638649,127.06629199999999
상계역(4번출구),운영중,서울특별시 노원구 상계로 182 노원구 상계동 173-19,37.66,127.07296799999999
수락산역 4번출구,운영중,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1263,37.676941,127.055099
노일초등학교 앞,운영중,서울특별시 노원구 동일로 1652 노원구 상계동 1118-9,37.673618,127.055252
명지전문대학교 정문 앞,운영중,서울특별시 서대문구 홍은동 산25-3 명지전문대학교 정문 앞,37.583698,126.92496499999999
수연빌딩 앞,운영중,서울특별시 노원구 동일로 지하 1662 노원구 상계동 1132-9,37.67625,127.055504
당고개공원 대여소,운영중,서울특별시 노원구 상계로 283 노원구 상계동 65-43,37.669078999999996,127.077591
4동 주민센터 대여소,운영중,서울특별시 노원구 덕릉로131길 8 노원구 상계동 37-7,37.672709999999995,127.08316
백병원 사거리 농협은행 앞,운영중,서울특별시 노원구 동일로 1351 노원구 상계동 747,37.649212,127.06176799999999
KT 노원점 건물 앞,운영중,서울특별시 노원구 노해로 489 노원구 상계동 719-1,37.654701,127.0634
희성오피앙,운영중,서울특별시 노원구 동일로 1701 노원구 상계동 1263,37.680313,127.05506899999999
북가좌1동 주민센터,운영중,서울특별시 서대문구 북가좌동 477-1 북가좌1동 주민센터,37.574478000000006,126.910049
한내근린공원 북측,운영중,서울특별시 노원구 마들로 86 한내근린공원 북측,37.623863,127.06848899999999
한내근린공원 남측,운영중,서울특별시 노원구 마들로 86 한내근린공원 남측,37.621555,127.069511
서울여대 남문,운영중,서울특별시 노원구 화랑로51길 38 서울여대 남문,37.625434999999996,127.088493
태릉입구역 8번출구,운영중,서울특별시 노원구 공릉동 687-6 태릉입구역 8번출구,37.617367,127.07521100000001
삼육대 입구,운영중,서울특별시 노원구 공릉동 26-43 삼육대 입구,37.638489,127.10790300000001
중앙근린공원,운영중,서울특별시 서대문구 북가좌동 470-1 모래내 우체국,37.575138,126.91394
중계근린공원내,운영중,서울특별시 노원구 중계동 506-3 중계근린공원내,37.63958,127.065102
맥도날드 상계점 앞,운영중,서울특별시 노원구 상계동 1118-9 맥도날드 상계점 앞,37.672375,127.05599199999999
파르코 앞,운영중,서울특별시 노원구 상계동 1263 파르코 앞,37.68,127.05558
노원역1번출구,운영중,서울특별시 노원구 상계동 335-4 노원역1번출구,37.6562,127.063622
당고개입구 오거리,운영중,서울특별시 노원구 상계동 172-2 보훈회관 대여소,37.663792,127.075447
공릉1단지아파트,운영중,서울특별시 동일로 1127 공릉1단지아파트,37.631111,127.07016000000002
중앙하이츠 아파트 입구,운영중,서울특별시 노원구 노원로 428 중앙하이츠 아파트 입구,37.654999,127.06743600000001
노원구청,운영중,서울특별시 노원구 노해로 437 노원구청,37.654049,127.057327
중계동 을지중학교,운영중,서울특별시 노원구 중계동 370 중계동 을지중학교,37.65033,127.071602
가재울 초등학교,운영중,서울특별시 서대문구 연희동 530 남가좌1동 주민센터,37.573277000000004,126.919678
서울시립과학관,운영중,서울특별시 노원구 하계동 266 서울시립과학관,37.642071,127.076622
당현천근린공원,운영중,서울특별시 노원구 동일로 1342 당현천근린공원,37.649639,127.065605
노원역7번출구,운영중,서울특별시 노원구 노해로 467 노원역 7번출구,37.654114,127.059151
동해문화예술관앞,운영중,서울특별시 노원구 화랑로 429 동해문화예술관앞,37.619381,127.057854
노해근린공원내,운영중,서울특별시 노원구 노원로22길 1 노해근린공원내,37.649361,127.07044199999999
양지근린공원앞,운영중,서울특별시 노원구 한글비석로 227 양지근린공원앞,37.647335,127.076424
노원소방서인근,운영중,서울특별시 노원구 노원로26길 111 노원소방서인근,37.655781,127.071777
중계중학교,운영중,서울특별시 노원구 덕릉로76길 23 중계중학교,37.654499,127.07438700000002
중계역 6번출구,운영중,서울특별시 노원구 동일로 지하 1308-1 중계역 6번출구,37.645508,127.063255
중계역 3번출구,운영중,서울특별시 노원구 동일로 지하 1308-1 중계역 3번출구,37.643528,127.065224
연가초등학교 옆,운영중,서울특별시 서대문구 북가좌동 70-119 연가초등학교 옆,37.57946,126.91713
노원경찰서교차로,운영중,서울특별시 노원구 노원로 283 노원경찰서교차로,37.643409999999996,127.07183799999999
인덕대학교,운영중,서울특별시 노원구 초안산로 12 인덕대학교,37.629349,127.054825
상계동수락리버시티,운영중,서울특별시 노원구 누원로 18 상계동수락리버시티,37.688598999999996,127.05340600000001
노원역 5번출구,운영중,서울특별시 노원구 동일로 1404 노원역 5번출구,37.653976,127.060974
서울북부고용센터앞,운영중,서울특별시 노원구 노해로 450 서울북부고용센터앞,37.653549,127.05808300000001
월계문화체육센터,운영중,서울특별시 노원구 월계로 280 월계문화체육센터,37.626942,127.05513
육군사관학교  앞,운영중,서울특별시 노원구 화랑로 570 육군사관학교 앞,37.623165,127.0905
성서대학교 밀알관,운영중,서울특별시 노원구 동일로214길 32 성서대학교 밀알관,37.648438,127.06444499999999
삼육대 도서관,운영중,서울특별시 노원구 화랑로 815 삼육대 도서관,37.64283,127.10666699999999
삼육대 제3과학관,운영중,서울특별시 노원구 화랑로 653 삼육대 후문 삼거리,37.642654,127.108383
현대6차 아파트,운영중,서울특별시 노원구 중계로8길 20 현대6차 아파트,37.645802,127.08226
중계종합사회복지관 교차로,운영중,서울특별시 노원구 덕릉로 662 중계종합사회복지관 교차로,37.656799,127.077606
노원문화예술회관,운영중,서울특별시 노원구 중계로 181 노원문화예술회관,37.650459000000005,127.080887
태릉입구역 5번출구,운영중,서울특별시 노원구 동일로 986 태릉입구역 5번출구와 6번출구 사이,37.618320000000004,127.07563
불암고등학교 앞 횡단보도,운영중,서울특별시 노원구 중계로 155 불암고등학교 앞 횡단보도,37.64819,127.080482
온수골사거리(스타벅스앞),운영중,서울특별시 노원구 동일로227길 85 온수골사거리(스타벅스앞),37.66114,127.058052
서울월드컵경기장 테스트,운영중,서울특별시 노원구 동일로227길 26 노원구 상계15단지,37.568721999999994,126.896225
마들역 7번출구,운영중,서울특별시 노원구 동일로 지하 1530-1 마들역 7번출구,37.665661,127.05729699999999
마들역 3번출구,운영중,서울특별시 노원구 동일로 지하 1530-1 마들역 3번출구,37.665248999999996,127.057892
북가좌 삼거리,운영중,서울특별시 서대문구 북가좌동 400 북가좌 삼거리,37.573002,126.907799
도봉운전면허시험장,운영중,서울특별시 노원구 동일로 1449 도봉운전면허시험장,37.65773,127.05931100000001
노원정보도서관,운영중,서울특별시 노원구 노원로34길 43 노원정보도서관,37.660709000000004,127.065331
가재울 뉴타운 주유소 옆,운영중,서울특별시 서대문구 남가좌동 124 가재울 뉴타운 주유소 옆,37.573112,126.92244699999999
녹천역 1번출구 앞,운영중,서울특별시 도봉구 덕릉로 376 창동 57-11,37.646172,127.05056
도봉산광역환승센터앞,운영중,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.68972,127.045197
도봉구청 정문앞,운영중,서울특별시 도봉구 마들로 656 방학동 720,37.669224,127.046516
기업은행 앞,운영중,서울특별시 도봉구 도봉로 683 방학동 726-92,37.665665000000004,127.042671
도봉구민회관,운영중,서울특별시 도봉구 도봉로 552 창동 723-11,37.654461,127.038513
보건소사거리(다비치안경창동점),운영중,서울특별시 도봉구 해등로 150 창동 723-10,37.65683,127.03984799999999
쌍문역4번출구 주변,운영중,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5,37.650127000000005,127.035347
임광빌딩 앞,운영중,서울특별시 서대문구 미근동 317-1 임광빌딩 앞,37.564724,126.96727800000001
창동역공영주차장앞,운영중,서울특별시 도봉구 마들로11길 74 도봉구 창동 1-9,37.654049,127.050201
쌍문동 청소년 랜드,운영중,서울특별시 도봉구 노해로140 쌍문동 청소년 랜드,37.647265999999995,127.025879
도봉문화정보도서관 삼거리,운영중,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리,37.64463,127.04460900000001
서울특별시교육청도봉도서관,운영중,서울특별시 도봉구 삼양로556 서울특별시교육청도봉도서관,37.653178999999994,127.01278700000002
하나로마트 창동점,운영중,서울특별시 도봉구 마들로11길 20 하나로마트 창동점,37.654202000000005,127.050728
시립창동운동장 입구,운영중,서울특별시 도봉구 창동 1-24 시립창동운동장 입구,37.655708000000004,127.050102
신도봉사거리 버스정류장,운영중,서울특별시 도봉구 도봉로 771 신도봉사거리 버스정류장,37.673283000000005,127.04399099999999
서대문소방서,운영중,서울특별시 서대문구 연희로 182 서대문소방서,37.573254,126.935722
도봉구청 옆(중랑천변),운영중,서울특별시 도봉구 마들로 656 도봉구청 옆(중랑천변),37.668671,127.04798100000001
창동역 2번출구,운영중,서울특별시 창동 74-2 창동역 2번출구,37.653015,127.04699699999999
창동청소년수련관,운영중,서울특별시 도봉구 노해로69길 132 창동청소년수련관,37.657799,127.050049
방학동학마을도서관,운영중,서울특별시 도봉구 시루봉로 128 방학동학마을도서관,37.662079,127.027718
창1동주민센터,운영중,서울특별시 도봉구 해등로 46 창1동주민센터,37.647503,127.04331200000001
삼익세라믹아파트교차로,운영중,서울특별시 도봉구 해등로 189 삼익세라믹아파트,37.658588,127.03521
서울도봉초등학교인근,운영중,서울특별시 도봉구 도봉로173길 96 서울도봉초등학교인근,37.678677,127.040764
서울북부지방법원,운영중,서울특별시 도봉구 마들로 749 서울북부지방법원,37.677665999999995,127.04624199999999
파리바게트앞,운영중,서울특별시 도봉구 도봉로 891 파리바게트앞,37.68401,127.04579199999999
서대문역 8번출구 앞,운영중,서울특별시 서대문구 충정로2가 138 서대문역 8번출구 앞,37.564777,126.966148
도봉산역 교차로 앞,운영중,서울특별시 도봉구 도봉산길 10 도봉산역 교차로 앞,37.687591999999995,127.045502
우리은행 앞,운영중,서울특별시 도봉구 도봉로 707 우리은행 앞,37.667598999999996,127.042999
방학사거리 (봄마당 앞),운영중,서울특별시 도봉구 방학로 102 방학사거리 (봄마당 앞),37.662979,127.04193899999999
쌍문현대1차아파트 108동 앞,운영중,서울특별시 도봉구 해등로 218 쌍문현대1차아파트 108동 앞,37.65815,127.032669
"도봉역 1,2번 출구사이 건너편",운영중,"서울특별시 도봉구 도봉로170길 2 도봉역 1,2번 출구사이 건너편",37.679119,127.044983
버스정류장 앞,운영중,서울특별시 도봉구 도봉로 528 버스정류장 앞,37.652241,127.03706399999999
하나은행 (창동점),운영중,서울특별시 도봉구 덕릉로 249 하나은행 (창동점),37.639702,127.03883400000001
명지대학교 학생회관,운영중,서울특별시 서대문구 거북골로 34 서대문구 거북골로 34,37.580589,126.923447
제일강산수산입구,운영중,서울특별시 도봉구 도봉로 444 제일강산수산입구,37.645199,127.032982
홍연2교옆,운영중,서울특별시 서대문구 홍은동 387-16 홍연2교옆,37.578072,126.93081699999999
명지대학교 도서관,운영중,서울특별시 서대문구 거북골로 34 서대문구 거북골로 34,37.581097,126.924026
북가좌 초등학교,운영중,서울특별시 서대문구 거북골로19길 20 북가좌 초등학교,37.577675,126.909805
증산3교 앞,운영중,서울특별시 서대문구 북가좌동 352-9 증산3교 앞,37.579876,126.906349
가좌역 4번출구 앞,운영중,서울특별시 서대문구 남가좌동 293-3 가좌역 4번출구 앞,37.569122,126.914795
충정로역 7번출구 뒤,운영중,서울특별시 서대문구 충정로3가 56-1 충정로역 7번출구 뒤,37.559967,126.96246299999999
독산역 2번출구 자전거주차장,운영중,서울특별시 금천구 벚꽃로 115 가산동 680-2 독산역 2번출구 뒤편 자전거 주차장,37.46653,126.888718
서울디지털운동장 앞,운영중,서울특별시 금천구 가산디지털2로 151 가산동 459-16,37.482288,126.877769
에이스하이엔드타워9차 앞,운영중,서울특별시 금천구 가산디지털1로 233 가산동 602-3,37.486214000000004,126.87863899999999
에이스하이엔드타워8차 앞,운영중,서울특별시 금천구 가산디지털1로 84 가산동 345-5,37.473209000000004,126.884941
LG전자 별관동(호서대 벤처타워 맞은편),운영중,서울특별시 금천구 가산디지털1로 63 가산동 319-11,37.470779,126.88515500000001
망원초록길 입구,운영중,서울특별시 마포구 마포나루길 467 망원초록길 입구,37.551342,126.902672
갑을그레이트밸리 앞,운영중,서울특별시 금천구 디지털로9길 32 가산동 60-35,37.479031,126.887299
두산위브아파트 옆 상가건물 앞,운영중,서울특별시 금천구 가산로 99 가산동 153-16,37.47422,126.894127
금천폭포공원 앞,운영중,서울특별시 금천구 시흥대로38길 61 시흥동 1001-1,37.446861,126.90383100000001
금천구청 앞 자전거거치대,운영중,서울특별시 금천구 시흥대로73길 70 시흥동 1020,37.456478000000004,126.895927
망원2빗물펌프장 앞,운영중,서울특별시 마포구 동교로 7 망원2빗물펌프장 앞,37.551567,126.902847
신한은행 시흥대로금융센터지점,운영중,서울특별시 금천구 시흥대로 446 시흥동 1001-7,37.44334,126.90335800000001
홈플러스 시흥점 맞은편 다비치안경 앞,운영중,서울특별시 금천구 시흥대로 198 시흥동 1000-92,37.451458,126.902115
서울 시흥동우체국 앞,운영중,서울특별시 금천구 시흥대로 217 시흥동 1000-71,37.452991,126.90090900000001
상신정비공업 앞,운영중,서울특별시 금천구 시흥대로 287 독산동 1080-8,37.458912,126.89858999999998
독산근린공원 입구,운영중,서울특별시 금천구 독산동 독산동 1086 (금천교 사거리 독산근린공원 입구),37.46455,126.883728
한신아파트 앞 육교 아래,운영중,서울특별시 금천구 금하로1길 70 독산동 1094 (성민성결교회 앞),37.4547,126.891052
한신코아 앞,운영중,서울특별시 금천구 한내로 62 독산동 1092 (도로다이어트 사업으로 보도 확장예정),37.456841,126.88834399999999
독산보도육교 앞 자전거 보관소,운영중,서울특별시 금천구 서부샛길 70 독산동 724-5 (자전거종합서비스센터 앞쪽),37.455849,126.893143
홈플러스 금천점 앞,운영중,서울특별시 금천구 시흥대로 391 독산동 291-4,37.469139,126.89720200000001
하늘채코오롱아파트 건너편,운영중,서울특별시 마포구 연남로 30 하늘채코오롱아파트 건너편,37.565166,126.919395
빅마켓 금천점 앞,운영중,서울특별시 금천구 두산로 71 독산동 295-22,37.47023,126.895073
메이퀸웨딩컨벤션 앞,운영중,서울특별시 금천구 시흥대로 435 독산동 152-12,37.4725,126.897957
독산역 1번출구 앞 자전거보관소,운영중,"서울특별시 금천구 벚꽃로 115 독산동 1081-9 (금천고가차도 하부, 태영아파트 앞)",37.466541,126.89028200000001
월드메르디앙 벤처센터 2차,운영중,서울특별시 금천구 가산디지털2로 123 가산동 450-2,37.479084,126.879044
STX V타워,운영중,서울특별시 금천구 가산디지털1로 128 가산동 371-37,37.47707,126.88443000000001
금천구립 독산도서관,운영중,서울특별시 금천구 독산로54길 114 독산동 375-2,37.467403000000004,126.908142
수출의 다리 아래,운영중,서울특별시 가산동 60-35 수출의 다리 아래,37.477058,126.885185
SK망원동주유소 건너편,운영중,서울특별시 마포구 월드컵로 119  SK망원동주유소 건너편,37.558949,126.907753
솔브레인이엔지 뒤편,운영중,서울특별시 가산동 219-18 솔브레인이엔지 뒤편,37.475101,126.88806899999999
가산동 주민센터,운영중,서울특별시 가산동 144-3 가산동 주민센터,37.476952000000004,126.891869
한울중학교,운영중,서울특별시 시흥동 1000-3 한울중학교,37.462574,126.90686000000001
독산고등학교,운영중,서울특별시 독산동 906-42 독산고등학교,37.477097,126.911133
롯데캐슬골드파크1차 서문,운영중,서울특별시 금천구 벚꽃로40 롯데캐슬골드파크1차 서문,37.460289,126.89218899999999
롯데캐슬골드파크1차 동문,운영중,서울특별시 금천구 독산동 441-19 롯데캐슬골드파크1차 동문,37.460171,126.896042
독산주공 14단지 버스정류소,운영중,서울특별시 금천구 안양천로 독산주공 14단지 버스정류소,37.461033,126.8871
벽산 디지털밸리 5차,운영중,서울특별시 금천구 가산동 60-73 벽산 디지털밸리 5차,37.476276,126.885391
대륭포스트타워5차,운영중,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차,37.481353999999996,126.88694
마포 신수공원 앞,운영중,서울특별시 마포구 현석동 106-32 마포 신수공원 앞,37.542545000000004,126.934296
코오롱테크노밸리,운영중,서울특별시 금천구 디지털로9길 56 코오롱테크노밸리,37.48016,126.88636799999999
가산디지털단지 7번출구,운영중,서울특별시 금천구 벚꽃로 309 가산디지털단지 7번출구,37.481232,126.88148500000001
서울디자인직업전문학교 앞,운영중,서울특별시 금천구 가산로 70 서울디자인직업전문학교 앞,37.472481,126.895866
가산아네스트 오피스텔 앞,운영중,서울특별시 금천구 남부순환로 1314 가산아네스트 오피스텔 앞,37.47818,126.89740800000001
성지아파트 옆 도로변,운영중,서울특별시 금천구 시흥대로51길 55 성지아파트 옆 도로변,37.451321,126.897621
모두의학교,운영중,서울특별시 금천구 남부순환로128길 42 모두의학교,37.478409,126.907372
주공14단지,운영중,서울특별시 금천구 한내로 69-54 주공14단지,37.46056,126.887093
석수역1번출구 앞 (SK주유소),운영중,서울특별시 금천구 시흥대로 39-7 석수역1번출구 앞 (SK주유소),37.437271,126.90268700000001
월드컵공원,운영중,서울특별시 마포구 하늘공원로 108-1 월드컵공원,37.563965,126.89820900000001
홍은동 정원여중 입구,운영중,서울특별시 서대문구 연희로37안길 51 홍은동 정원여중 입구,37.586388,126.93512700000001
신도림동주민센터 앞,운영중,서울특별시 구로구 신도림로 40 구로구 신도림동 397-32,37.507332,126.87973000000001
도림천역 1번 출구 앞,운영중,서울특별시 구로구 경인로67길 160 구로구 신도림동 323-16,37.51424,126.882874
신도림역 1번 출구 앞,운영중,서울특별시 구로구 경인로 688 구로구 신도림동 348-1,37.50972,126.89009899999999
구일우성(아) 육교 밑,운영중,서울특별시 구로구 구일로2길 59 구로구 구로동 685-524,37.489632,126.876259
해원리바파크 육교 밑,운영중,서울특별시 구로구 구일로 110 구로구 구로동 642-107,37.495284999999996,126.87216200000002
정명학원,운영중,서울특별시 서대문구 응암로 66 정명학원,37.578891999999996,126.91073600000001
낙원교회 맞은편,운영중,서울특별시 구로구 구로동로42길 43 구로구 구로동 454-92,37.497505,126.884377
구로디지털단지역 앞,운영중,서울특별시 구로구 시흥대로 577-2 구로구 구로동 1119,37.48494,126.901321
한신휴아파트 앞,운영중,서울특별시 구로구 디지털로31길 120 구로구 구로동 772,37.4888,126.89066299999999
구로리공원,운영중,서울특별시 구로구 구로중앙로 13 구로구 구로동 136-14,37.491032000000004,126.892151
대림역4번출구,운영중,서울특별시 구로구 도림천로 351 구로구 구로동 72-9,37.494591,126.89392099999999
구로중학교앞,운영중,서울특별시 구로구 구로중앙로 48 구로구 구로동 65,37.494141,126.88998400000001
연서어린이공원,운영중,서울특별시 서대문구 연희동 519-7 연서어린이공원,37.572227000000005,126.923065
삼부르네상스파크빌,운영중,서울특별시 구로구 남부순환로 1299 구로구 가리봉동 127-30,37.478741,126.895096
동양미래대학교 정문 옆,운영중,서울특별시 구로구 경인로 445 구로구 고척동 63-3,37.499889,126.867699
고척스카이돔구장 광장,운영중,서울특별시 구로구 경인로 430 구로구 고척동 63-5,37.49947,126.868401
고척근린공원 고척도서관 앞,운영중,서울특별시 구로구 고척로45길 31 구로구 고척동 산 9-14,37.505134999999996,126.85276
개봉지구대 개봉치안센터,운영중,서울특별시 구로구 경인로 293 구로구 개봉동 139-4,37.497684,126.853729
개봉역(북측광장),운영중,서울특별시 구로구 경인로40길 47 구로구 개봉동 416-99,37.494995,126.858253
개봉푸르지오아파트 상가,운영중,서울특별시 구로구 남부순환로 775 구로구 개봉동 92-1,37.501583000000004,126.84687
개봉역 1번 출구 자전거보관서쪽,운영중,서울특별시 구로구 경인로40길 47 구로구 개봉동 202-42,37.494282,126.85921499999999
한진아파트 입구,운영중,서울특별시 구로구 개봉로3길 87 구로구 개봉동 375-4,37.486061,126.85201299999999
증산교 앞,운영중,서울특별시 서대문구 불광천길 36 증산교 앞,37.577315999999996,126.902969
온수역 북측,운영중,서울특별시 구로구 경인로3길 지하 64 구로구 온수동 119-4,37.49279,126.824524
구로역 광장,운영중,서울특별시 구로구 구로중앙로 174 구로동 603-26,37.503116999999996,126.88038600000002
모래내고가차도,운영중,서울특별시 서대문구 연희동 446-76 모래내고가차도,37.567657000000004,126.917809
천왕이펜하우스 4단지 상가 앞,운영중,서울특별시 구로구 천왕로 9 구로구 천왕동 79-11,37.480289,126.8395
천왕연지타운2단지 앞,운영중,서울특별시 구로구 오리로 1102-10 구로구 천왕동 257-82,37.482105,126.845726
천왕역 4번출구 뒤,운영중,서울특별시 구로구 오리로 지하 1154 구로구 오류동 174-6,37.486385,126.839211
디지털입구 교차로,운영중,서울특별시 구로구 시흥대로 551 디지털입구 교차로,37.482883,126.90103899999998
도야미리숯불갈비 앞,운영중,서울특별시 구로구 신도림로 67 도야미리숯불갈비 앞,37.51001,126.88205
구일고등학교 정문,운영중,서울특별시 구로구 구일로 90-51 구일고등학교 정문,37.493401,126.874329
강서수도사업소민원센터,운영중,서울특별시 구로구 가마산로 272 강서수도사업소민원센터,37.495781,126.890121
구로구의회 앞,운영중,서울특별시 구로구 가마산로25길 9-24 구로구의회 앞,37.496456,126.889587
연희교차로 인근,운영중,서울특별시 서대문구 홍제천로 48 연희교차로 인근,37.56612,126.925896
